receipt_id,receipt_date,receipt_time,store_id,product_id,quantity,unit_price,total_price,payment_type,cashier_id,custom_id
853,2019-04-14,00:48:09,1,98,3,5.43,16.29,Mobile Payment,1,8075
854,2019-04-14,02:39:46,5,51,4,10.31,41.24,Credit Card,4,8410
857,2019-04-03,14:57:39,2,40,4,11.3,45.2,Cash,5,8404
858,2019-04-10,18:47:37,4,19,5,7.78,38.9,Credit Card,3,8297
861,2019-04-23,00:32:14,5,9,5,6.44,32.2,Mobile Payment,1,8039
872,2019-04-23,10:11:44,4,80,3,8.37,25.11,Cash,5,8247
876,2019-04-13,01:47:52,2,16,3,8.66,25.98,Cash,9,8480
882,2019-04-17,03:55:07,1,63,2,11.43,22.86,Credit Card,8,8285
902,2019-04-05,08:19:16,2,50,2,5.07,10.14,Cash,10,8490
903,2019-04-12,23:44:06,1,80,3,14.49,43.47,Mobile Payment,5,8369
926,2019-04-10,07:20:27,4,86,3,10.54,31.62,Cash,3,8429
928,2019-04-03,07:45:41,1,40,4,5.27,21.08,Mobile Payment,5,8335
928,2019-04-12,10:07:37,1,6,5,4.53,22.65,Cash,6,8335
942,2019-04-09,05:12:08,3,60,4,13.48,53.92,Cash,6,8298
947,2019-04-17,20:11:25,2,96,5,7.68,38.4,Mobile Payment,8,8025
948,2019-04-03,12:52:30,1,95,3,6.31,18.93,Cash,6,8424
957,2019-04-18,05:11:37,3,8,5,9.93,49.65,Credit Card,3,8324
961,2019-04-19,07:31:07,1,77,5,5.25,26.25,Cash,5,8008
963,2019-04-17,20:19:33,1,70,3,4.72,14.16,Mobile Payment,5,8245
967,2019-04-24,02:55:36,1,93,1,8.68,8.68,Cash,8,8144
967,2019-04-17,07:54:28,4,68,4,6.47,25.88,Mobile Payment,9,8144
985,2019-04-26,20:07:34,1,37,4,8.55,34.2,Credit Card,6,8445
985,2019-04-24,02:57:15,3,67,3,13.27,39.81,Mobile Payment,10,8445
986,2019-04-03,21:12:19,4,20,1,14.09,14.09,Mobile Payment,5,8383
988,2019-04-16,08:49:13,3,1,2,13.54,27.08,Credit Card,3,8434
1005,2019-04-18,02:42:38,5,76,4,8.29,33.16,Cash,4,8267
1005,2019-04-14,20:33:23,5,32,4,12.63,50.52,Cash,10,8267
1025,2019-04-09,11:54:58,2,22,2,3.88,7.76,Mobile Payment,7,8346
1026,2019-04-02,05:23:15,2,96,4,10.53,42.12,Credit Card,10,8223
1033,2019-04-25,12:41:40,2,55,5,8.47,42.35,Credit Card,7,8049
1036,2019-04-28,22:47:00,1,74,3,13.04,39.12,Cash,3,8394
1037,2019-04-27,23:58:14,3,45,5,6.07,30.35,Mobile Payment,4,8022
1047,2019-04-13,21:54:58,4,92,4,14.82,59.28,Credit Card,4,8467
1049,2019-04-28,16:49:22,3,41,2,13.2,26.4,Mobile Payment,8,8103
1056,2019-04-28,04:15:02,1,7,3,11.73,35.19,Credit Card,2,8037
1058,2019-04-09,11:22:19,1,59,5,10.89,54.45,Mobile Payment,8,8179
1058,2019-04-16,07:06:06,1,27,5,5.72,28.6,Mobile Payment,4,8179
1061,2019-04-25,18:11:02,5,80,2,7.54,15.08,Mobile Payment,3,8118
1062,2019-04-20,12:26:30,2,3,3,6.96,20.88,Cash,5,8194
1064,2019-04-08,02:03:47,3,28,5,2.1,10.5,Cash,5,8042
1083,2019-04-10,11:03:33,3,27,1,9.6,9.6,Credit Card,5,8489
1085,2019-04-21,20:43:51,3,82,2,13.7,27.4,Credit Card,1,8227
1088,2019-04-02,20:53:11,5,37,4,12.54,50.16,Mobile Payment,2,8091
1090,2019-04-20,12:43:18,4,53,3,4.16,12.48,Mobile Payment,9,8411
1113,2019-04-23,06:01:03,4,55,3,8.08,24.24,Mobile Payment,9,8406
1115,2019-04-29,19:34:52,2,73,3,2.36,7.08,Cash,9,8190
1115,2019-04-19,10:54:55,5,36,5,2.37,11.85,Mobile Payment,6,8190
1124,2019-04-04,11:57:50,1,5,3,10.89,32.67,Mobile Payment,7,8013
1130,2019-04-24,17:51:13,2,30,3,6.85,20.55,Cash,8,8146
1143,2019-04-10,07:23:49,5,85,3,5.44,16.32,Credit Card,9,8024
1146,2019-04-18,03:31:49,1,53,2,9.07,18.14,Credit Card,8,8367
1154,2019-04-26,00:48:20,2,5,2,9.61,19.22,Credit Card,7,8078
1158,2019-04-26,22:32:00,2,65,2,12.58,25.16,Mobile Payment,10,8378
1185,2019-04-03,19:56:35,2,86,2,2.06,4.12,Cash,4,8426
1188,2019-04-12,22:35:39,4,75,4,8.83,35.32,Cash,3,8337
1193,2019-04-05,02:49:43,5,74,4,11.34,45.36,Cash,9,8270
1195,2019-04-19,08:09:18,2,84,5,5.7,28.5,Cash,6,8046
1209,2019-04-26,20:44:29,4,10,1,13.67,13.67,Mobile Payment,4,8254
1209,2019-04-28,20:40:51,4,69,5,6.75,33.75,Cash,10,8254
1216,2019-04-27,00:59:48,3,33,4,7.28,29.12,Cash,6,8395
1226,2019-04-02,02:27:06,3,78,4,3.27,13.08,Credit Card,6,8340
1230,2019-04-29,20:50:21,3,77,4,10.14,40.56,Credit Card,6,8458
1234,2019-04-05,07:35:26,1,66,4,7.18,28.72,Credit Card,5,8121
1237,2019-04-29,03:03:19,3,3,3,3.12,9.36,Cash,1,8471
1237,2019-04-18,17:46:30,4,10,4,10.44,41.76,Credit Card,9,8471
1244,2019-04-21,04:52:27,1,92,5,6.4,32.0,Mobile Payment,10,8271
1246,2019-04-17,22:44:37,2,88,4,9.6,38.4,Credit Card,7,8397
1250,2019-04-27,11:07:10,1,59,3,3.67,11.01,Mobile Payment,5,8346
1255,2019-04-29,14:28:47,3,35,4,12.32,49.28,Credit Card,10,8259
1260,2019-04-23,19:52:26,1,41,1,13.8,13.8,Mobile Payment,7,8399
1264,2019-04-22,19:45:21,3,86,4,12.53,50.12,Mobile Payment,7,8160
1268,2019-04-27,05:14:07,1,70,5,9.8,49.0,Cash,10,8169
1276,2019-04-23,10:19:38,2,49,4,7.95,31.8,Credit Card,2,8435
1276,2019-04-06,11:55:54,3,43,4,5.15,20.6,Mobile Payment,3,8435
1279,2019-04-20,19:54:29,3,78,2,2.74,5.48,Cash,7,8393
1291,2019-04-25,06:11:53,4,78,1,5.6,5.6,Credit Card,2,8480
1294,2019-04-09,19:50:09,4,18,3,10.07,30.21,Credit Card,6,8348
1296,2019-04-13,22:06:54,2,98,2,3.03,6.06,Credit Card,1,8252
1303,2019-04-03,15:54:29,2,17,2,12.97,25.94,Credit Card,6,8109
1304,2019-04-29,07:06:45,5,33,1,2.37,2.37,Cash,10,8020
1313,2019-04-10,11:12:50,4,1,5,10.83,54.15,Mobile Payment,2,8213
1315,2019-04-25,10:52:28,4,40,3,9.61,28.83,Cash,2,8484
1327,2019-04-20,10:03:29,5,48,4,12.12,48.48,Mobile Payment,7,8479
1330,2019-04-14,23:25:09,4,93,1,10.4,10.4,Cash,8,8481
1333,2019-04-15,09:30:42,4,99,2,10.03,20.06,Cash,9,8076
1333,2019-04-16,02:34:11,1,59,4,8.56,34.24,Cash,8,8076
1336,2019-04-30,06:31:43,3,63,5,11.7,58.5,Mobile Payment,2,8011
1345,2019-04-12,18:45:14,4,70,5,4.81,24.05,Credit Card,4,8073
1351,2019-04-02,21:44:16,4,29,2,3.42,6.84,Credit Card,6,8164
1362,2019-04-30,15:56:20,5,69,2,4.94,9.88,Mobile Payment,8,8412
1370,2019-04-05,21:10:35,3,29,5,10.94,54.7,Cash,3,8291
1379,2019-04-08,09:20:40,1,24,2,10.63,21.26,Mobile Payment,6,8023
1386,2019-04-16,16:43:23,4,79,4,14.72,58.88,Credit Card,7,8159
1393,2019-04-13,21:47:45,3,23,3,2.39,7.17,Cash,3,8480
1395,2019-04-01,12:22:11,4,1,5,9.86,49.3,Mobile Payment,4,8473
1399,2019-04-27,15:56:36,4,86,5,11.23,56.15,Credit Card,5,8109
1402,2019-04-19,00:55:30,2,15,2,9.71,19.42,Mobile Payment,2,8223
1410,2019-04-15,03:22:51,3,40,3,2.81,8.43,Mobile Payment,7,8197
1412,2019-04-05,04:41:43,5,11,3,3.83,11.49,Mobile Payment,6,8140
1416,2019-04-15,17:10:10,5,70,2,5.24,10.48,Cash,8,8443
1442,2019-04-28,18:52:42,1,54,5,8.53,42.65,Cash,7,8184
1445,2019-04-09,21:16:50,5,29,3,9.05,27.15,Credit Card,7,8168
1448,2019-04-30,16:32:09,1,81,3,2.91,8.73,Credit Card,3,8411
1449,2019-04-29,11:22:44,3,56,2,3.9,7.8,Credit Card,1,8119
1471,2019-04-11,19:39:55,4,73,3,11.0,33.0,Cash,6,8081
1471,2019-04-28,23:25:39,2,50,2,11.21,22.42,Cash,10,8081
1474,2019-04-01,23:55:55,3,78,2,14.61,29.22,Mobile Payment,1,8030
1481,2019-04-13,07:39:27,1,79,3,9.83,29.49,Cash,1,8291
1481,2019-04-03,05:47:55,2,50,3,7.34,22.02,Cash,7,8291
1483,2019-04-25,07:14:56,2,72,2,11.41,22.82,Mobile Payment,5,8422
1485,2019-04-16,00:45:16,1,74,2,11.68,23.36,Mobile Payment,10,8229
1495,2019-04-23,06:37:59,5,17,3,4.76,14.28,Credit Card,3,8001
1497,2019-04-10,16:09:31,3,79,2,14.11,28.22,Cash,5,8131
1497,2019-04-01,14:52:26,5,2,3,11.78,35.34,Credit Card,5,8131
1502,2019-04-03,01:00:17,5,50,4,8.0,32.0,Cash,10,8425
1502,2019-04-07,05:07:30,3,100,3,2.42,7.26,Credit Card,9,8425
1504,2019-04-26,09:59:40,2,35,1,11.66,11.66,Cash,7,8007
1506,2019-04-26,12:55:12,5,38,4,5.39,21.56,Cash,4,8490
1509,2019-04-25,12:32:03,1,87,2,7.71,15.42,Cash,6,8392
1513,2019-04-21,17:56:10,4,79,3,8.16,24.48,Mobile Payment,3,8066
1513,2019-04-23,23:36:33,5,50,3,8.87,26.61,Mobile Payment,3,8066
1514,2019-04-10,09:13:17,3,49,5,7.83,39.15,Credit Card,5,8062
1524,2019-04-13,13:03:03,4,76,3,6.32,18.96,Cash,4,8286
1524,2019-04-17,18:40:41,5,72,2,2.78,5.56,Cash,9,8286
1544,2019-04-24,11:59:47,4,10,2,7.9,15.8,Mobile Payment,6,8012
1563,2019-04-11,05:46:22,4,38,1,4.94,4.94,Mobile Payment,7,8376
1566,2019-04-23,08:10:48,3,63,1,10.33,10.33,Mobile Payment,1,8373
1591,2019-04-06,04:14:07,5,6,4,13.27,53.08,Mobile Payment,10,8409
1609,2019-04-09,04:45:35,4,61,5,5.06,25.3,Credit Card,5,8195
1610,2019-04-06,13:56:47,2,15,3,10.05,30.15,Cash,3,8118
1611,2019-04-17,08:05:39,5,95,4,11.54,46.16,Cash,1,8420
1614,2019-04-12,17:02:02,2,90,2,5.16,10.32,Mobile Payment,4,8279
1619,2019-04-14,04:51:26,4,36,1,8.48,8.48,Mobile Payment,2,8200
1621,2019-04-05,00:03:57,4,18,3,5.29,15.87,Credit Card,7,8225
1625,2019-04-11,06:39:19,3,22,1,13.97,13.97,Credit Card,2,8109
1627,2019-04-14,23:24:30,1,26,2,11.73,23.46,Credit Card,1,8159
1628,2019-04-16,03:20:50,4,30,5,5.55,27.75,Mobile Payment,10,8025
1630,2019-04-28,08:26:42,1,29,4,10.78,43.12,Cash,4,8140
1635,2019-04-12,15:01:40,3,56,2,13.27,26.54,Credit Card,2,8192
1647,2019-04-17,20:11:31,4,91,4,5.96,23.84,Mobile Payment,5,8218
1647,2019-04-21,11:22:07,4,80,5,5.28,26.4,Mobile Payment,2,8218
1650,2019-04-07,06:53:18,1,49,1,7.55,7.55,Mobile Payment,5,8343
1651,2019-04-12,22:56:05,3,92,1,9.87,9.87,Credit Card,5,8154
1656,2019-04-05,10:59:16,1,54,1,11.28,11.28,Mobile Payment,1,8444
1656,2019-04-19,12:45:41,3,1,3,3.28,9.84,Mobile Payment,8,8444
1661,2019-04-24,08:02:44,4,55,3,10.28,30.84,Mobile Payment,3,8109
1669,2019-04-06,21:39:31,2,63,5,9.24,46.2,Mobile Payment,5,8418
1678,2019-04-22,11:29:42,2,54,2,12.59,25.18,Mobile Payment,2,8486
1681,2019-04-01,19:19:38,4,85,5,12.19,60.95,Credit Card,2,8450
1689,2019-04-07,00:03:40,3,47,4,3.1,12.4,Credit Card,5,8443
1692,2019-04-03,03:13:37,4,25,2,5.99,11.98,Cash,5,8326
1693,2019-04-08,06:00:36,5,100,1,8.25,8.25,Credit Card,9,8347
1697,2019-04-16,02:05:02,3,97,2,6.72,13.44,Cash,9,8152
1697,2019-04-22,16:36:50,1,53,5,3.51,17.55,Mobile Payment,6,8152
1701,2019-04-09,03:07:41,1,50,3,10.35,31.05,Cash,7,8397
1701,2019-04-06,13:15:02,4,99,3,10.46,31.38,Cash,6,8397
1711,2019-04-08,03:30:34,3,24,2,12.15,24.3,Mobile Payment,9,8003
1714,2019-04-05,09:40:41,2,99,5,7.5,37.5,Credit Card,4,8343
1732,2019-04-07,03:54:27,2,58,3,3.14,9.42,Credit Card,5,8146
1734,2019-04-15,09:46:03,5,41,1,10.62,10.62,Mobile Payment,5,8301
1740,2019-04-08,21:08:37,4,76,3,3.19,9.57,Mobile Payment,2,8388
1740,2019-04-14,23:10:09,1,57,1,14.44,14.44,Mobile Payment,6,8388
1742,2019-04-22,19:50:23,2,71,2,14.81,29.62,Mobile Payment,7,8159
1744,2019-04-28,07:22:44,1,59,2,10.62,21.24,Mobile Payment,8,8359
1745,2019-04-09,19:03:51,2,19,2,6.33,12.66,Mobile Payment,10,8089
1750,2019-04-29,09:44:30,4,74,3,6.76,20.28,Cash,7,8314
1762,2019-04-15,16:23:56,2,91,2,6.92,13.84,Credit Card,1,8406
1762,2019-04-01,22:59:18,5,39,2,2.06,4.12,Cash,5,8406
1765,2019-04-01,19:35:17,4,92,5,13.4,67.0,Credit Card,10,8418
1768,2019-04-15,11:31:59,4,5,4,7.84,31.36,Cash,8,8061
1773,2019-04-29,07:41:17,4,7,1,8.06,8.06,Cash,7,8306
1774,2019-04-09,07:42:49,3,95,5,10.75,53.75,Mobile Payment,9,8437
1775,2019-04-05,00:55:28,1,83,4,4.36,17.44,Mobile Payment,1,8440
1775,2019-04-23,15:19:29,3,15,2,14.88,29.76,Mobile Payment,8,8440
1777,2019-04-27,04:41:43,3,35,3,11.74,35.22,Cash,7,8298
1782,2019-04-25,23:28:16,4,19,2,7.54,15.08,Cash,5,8316
1782,2019-04-13,08:10:00,1,17,3,8.32,24.96,Mobile Payment,8,8316
1793,2019-04-07,14:22:57,1,53,2,4.14,8.28,Mobile Payment,2,8005
1794,2019-04-13,12:57:56,4,2,4,11.39,45.56,Mobile Payment,8,8384
1820,2019-04-11,08:34:08,1,14,2,2.28,4.56,Credit Card,8,8228
1823,2019-04-09,04:02:26,3,68,3,12.86,38.58,Cash,5,8322
1823,2019-04-24,05:03:10,1,85,3,9.94,29.82,Credit Card,8,8322
1832,2019-04-04,18:43:37,3,42,1,3.7,3.7,Mobile Payment,8,8466
1836,2019-04-18,12:50:16,2,85,1,3.53,3.53,Mobile Payment,9,8018
1842,2019-04-02,05:48:21,2,77,2,13.62,27.24,Mobile Payment,4,8191
1843,2019-04-30,06:23:15,2,89,2,14.06,28.12,Cash,6,8170
1847,2019-04-03,14:17:25,5,57,2,11.84,23.68,Mobile Payment,3,8307
1862,2019-04-12,02:28:00,4,93,1,10.52,10.52,Cash,10,8282
1872,2019-04-25,06:09:00,2,33,5,4.16,20.8,Cash,4,8059
1873,2019-04-01,15:27:48,1,96,3,6.2,18.6,Credit Card,10,8486
1877,2019-04-01,16:20:26,3,74,1,8.26,8.26,Cash,2,8318
1881,2019-04-26,21:19:47,3,68,1,11.09,11.09,Mobile Payment,9,8404
1886,2019-04-11,15:30:36,3,7,4,13.71,54.84,Mobile Payment,2,8043
1890,2019-04-21,02:24:04,2,33,5,13.08,65.4,Mobile Payment,5,8118
1890,2019-04-28,07:55:19,2,7,2,12.74,25.48,Cash,9,8118
1891,2019-04-14,05:09:57,5,65,3,8.82,26.46,Cash,5,8038
1891,2019-04-25,06:01:54,3,30,4,8.67,34.68,Mobile Payment,4,8038
1914,2019-04-21,18:57:51,2,62,1,12.37,12.37,Credit Card,2,8412
1920,2019-04-17,15:23:30,3,54,5,2.6,13.0,Mobile Payment,8,8032
1923,2019-04-19,10:31:27,3,70,4,4.82,19.28,Cash,5,8317
1936,2019-04-11,13:33:41,3,26,1,4.78,4.78,Mobile Payment,7,8066
1939,2019-04-16,06:41:42,3,92,5,9.67,48.35,Mobile Payment,7,8147
1950,2019-04-25,09:27:46,1,1,3,13.06,39.18,Credit Card,4,8062
1956,2019-04-02,14:51:41,4,9,2,4.63,9.26,Credit Card,1,8447
1971,2019-04-22,12:04:20,4,46,5,14.24,71.2,Credit Card,1,8296
1972,2019-04-23,09:42:15,1,52,1,4.49,4.49,Credit Card,1,8112
1973,2019-04-03,19:29:34,4,90,1,11.04,11.04,Cash,8,8343
1977,2019-04-28,04:25:45,1,42,2,3.91,7.82,Cash,1,8446
1978,2019-04-05,03:45:00,3,82,1,7.68,7.68,Cash,10,8426
1978,2019-04-18,02:12:17,1,2,5,3.51,17.55,Credit Card,8,8426
1997,2019-04-27,12:53:57,5,24,2,9.72,19.44,Credit Card,6,8455
1998,2019-04-30,22:02:37,1,54,5,9.37,46.85,Credit Card,1,8219
2005,2019-04-29,06:53:48,2,84,2,10.74,21.48,Credit Card,10,8139
2013,2019-04-19,07:11:56,5,52,1,2.63,2.63,Cash,4,8074
2027,2019-04-06,22:53:53,2,22,5,7.84,39.2,Mobile Payment,6,8001
2031,2019-04-21,02:10:46,3,10,3,12.11,36.33,Mobile Payment,1,8260
2032,2019-04-15,02:34:08,1,68,2,7.25,14.5,Credit Card,2,8304
2037,2019-04-05,03:42:09,3,94,3,5.59,16.77,Mobile Payment,6,8358
2037,2019-04-24,07:06:12,1,36,2,10.77,21.54,Cash,6,8358
2041,2019-04-10,00:59:37,1,12,4,11.4,45.6,Mobile Payment,10,8097
2041,2019-04-03,08:05:28,3,75,2,12.47,24.94,Cash,8,8097
2053,2019-04-15,23:01:00,5,25,5,12.65,63.25,Cash,7,8108
2056,2019-04-28,09:00:16,5,85,5,4.98,24.9,Mobile Payment,4,8304
2059,2019-04-21,18:38:47,2,20,5,8.5,42.5,Credit Card,7,8188
2060,2019-04-21,17:31:02,5,42,2,2.14,4.28,Mobile Payment,10,8190
2062,2019-04-17,07:30:44,3,83,2,2.86,5.72,Cash,6,8166
2063,2019-04-22,03:35:33,4,52,2,6.15,12.3,Mobile Payment,9,8109
2075,2019-04-24,11:09:44,3,58,3,6.3,18.9,Mobile Payment,8,8428
2080,2019-04-08,03:56:15,2,80,3,10.77,32.31,Cash,2,8251
2081,2019-04-26,05:38:26,4,17,5,10.1,50.5,Mobile Payment,7,8202
2085,2019-04-22,03:12:17,2,27,3,12.96,38.88,Credit Card,10,8029
2089,2019-04-10,12:07:50,1,100,3,12.9,38.7,Credit Card,9,8154
2090,2019-04-15,22:11:40,4,91,5,12.88,64.4,Cash,6,8011
2090,2019-04-23,00:19:31,2,45,3,10.02,30.06,Cash,8,8011
2092,2019-04-10,04:50:30,5,24,3,12.83,38.49,Credit Card,3,8455
2109,2019-04-23,03:08:00,5,99,2,3.47,6.94,Credit Card,4,8079
2115,2019-04-15,06:41:07,5,31,2,13.61,27.22,Cash,5,8351
2117,2019-04-10,20:10:20,2,92,3,7.13,21.39,Credit Card,4,8108
2127,2019-04-21,03:08:07,1,77,1,3.04,3.04,Cash,7,8207
2132,2019-04-05,20:57:51,3,88,3,6.46,19.38,Credit Card,3,8052
2134,2019-04-06,11:00:58,1,69,2,9.08,18.16,Credit Card,2,8256
2143,2019-04-02,03:10:02,3,23,3,6.5,19.5,Cash,5,8489
2155,2019-04-07,10:40:49,4,71,4,6.86,27.44,Mobile Payment,4,8481
2166,2019-04-09,22:04:21,3,14,5,8.97,44.85,Mobile Payment,6,8020
2168,2019-04-09,01:54:23,4,92,3,14.69,44.07,Cash,2,8364
2173,2019-04-07,21:57:09,3,96,4,14.23,56.92,Credit Card,1,8098
2178,2019-04-12,23:16:16,4,11,2,5.54,11.08,Cash,7,8154
2180,2019-04-24,08:47:38,4,36,5,5.01,25.05,Credit Card,10,8482
2191,2019-04-02,06:41:50,1,69,1,9.41,9.41,Cash,4,8204
2193,2019-04-14,22:49:13,4,50,5,7.73,38.65,Cash,1,8398
2195,2019-04-10,15:17:03,5,97,3,11.42,34.26,Mobile Payment,5,8061
2203,2019-04-26,16:09:56,4,62,5,8.43,42.15,Mobile Payment,1,8461
2207,2019-04-16,01:28:08,5,16,3,8.23,24.69,Cash,2,8297
2210,2019-04-03,05:13:43,1,98,1,10.95,10.95,Mobile Payment,2,8177
2211,2019-04-30,15:03:39,3,75,1,7.99,7.99,Cash,6,8445
2216,2019-04-30,11:45:02,2,54,5,11.01,55.05,Cash,8,8465
2219,2019-04-30,14:13:47,3,77,5,2.28,11.4,Credit Card,9,8360
2227,2019-04-21,01:17:59,3,90,1,8.57,8.57,Mobile Payment,5,8180
2240,2019-04-15,01:52:06,5,11,3,4.03,12.09,Mobile Payment,10,8080
2242,2019-04-14,00:18:21,5,90,4,11.9,47.6,Mobile Payment,8,8121
2244,2019-04-20,22:15:46,4,27,2,8.19,16.38,Cash,4,8024
2245,2019-04-16,15:35:20,3,89,4,4.47,17.88,Mobile Payment,8,8257
2247,2019-04-26,16:11:03,2,11,3,13.78,41.34,Credit Card,1,8122
2252,2019-04-07,18:35:19,4,34,1,13.97,13.97,Mobile Payment,10,8188
2254,2019-04-01,04:15:54,1,99,1,3.6,3.6,Credit Card,2,8329
2257,2019-04-25,15:15:35,1,86,2,13.04,26.08,Credit Card,3,8023
2259,2019-04-18,06:31:53,4,30,2,11.55,23.1,Cash,7,8417
2261,2019-04-29,21:48:21,2,75,3,13.78,41.34,Credit Card,1,8036
2261,2019-04-01,02:00:47,1,63,1,8.16,8.16,Mobile Payment,10,8036
2264,2019-04-09,02:05:38,2,11,2,2.91,5.82,Cash,6,8416
2267,2019-04-27,13:06:01,4,33,3,7.24,21.72,Credit Card,6,8333
2275,2019-04-19,13:57:24,3,5,2,4.92,9.84,Credit Card,4,8295
2288,2019-04-17,19:24:43,1,94,5,4.52,22.6,Mobile Payment,5,8406
2300,2019-04-03,23:13:33,3,61,2,2.33,4.66,Credit Card,8,8382
2304,2019-04-24,07:49:48,5,13,1,7.7,7.7,Credit Card,8,8325
2311,2019-04-24,14:12:27,1,79,3,14.38,43.14,Mobile Payment,6,8446
2312,2019-04-01,05:44:09,2,51,3,14.02,42.06,Cash,4,8329
2312,2019-04-09,05:27:53,5,91,1,9.95,9.95,Cash,9,8329
2317,2019-04-07,02:57:07,4,15,5,2.35,11.75,Cash,5,8367
2318,2019-04-28,15:06:45,3,61,4,5.99,23.96,Cash,2,8260
2319,2019-04-15,09:20:56,3,1,2,14.37,28.74,Credit Card,4,8032
2321,2019-04-04,19:51:36,3,88,3,2.6,7.8,Mobile Payment,5,8026
2322,2019-04-11,15:00:18,3,51,4,8.29,33.16,Cash,9,8373
2333,2019-04-09,02:16:34,4,52,3,8.79,26.37,Mobile Payment,9,8279
2348,2019-04-22,08:36:09,3,92,4,14.32,57.28,Credit Card,9,8053
2348,2019-04-10,12:01:30,4,75,3,9.42,28.26,Mobile Payment,1,8053
2350,2019-04-15,17:22:06,3,57,4,14.57,58.28,Credit Card,5,8041
2350,2019-04-13,17:26:07,4,54,3,9.14,27.42,Cash,7,8041
2351,2019-04-25,18:46:31,3,100,1,10.62,10.62,Cash,3,8032
2352,2019-04-12,03:21:44,5,88,3,14.53,43.59,Cash,6,8279
2354,2019-04-13,10:52:06,4,51,1,10.39,10.39,Mobile Payment,5,8359
2368,2019-04-02,21:42:55,3,19,5,12.57,62.85,Credit Card,8,8208
2385,2019-04-29,15:04:41,1,33,5,2.64,13.2,Credit Card,7,8079
2386,2019-04-02,04:08:12,5,13,3,11.72,35.16,Cash,4,8400
2387,2019-04-15,00:06:38,5,10,1,10.97,10.97,Credit Card,9,8211
2387,2019-04-15,23:38:31,1,24,5,12.77,63.85,Credit Card,9,8211
2391,2019-04-08,05:47:54,1,40,2,14.71,29.42,Credit Card,1,8192
2395,2019-04-12,05:16:23,3,78,1,5.33,5.33,Credit Card,2,8272
2397,2019-04-19,18:38:23,4,63,1,4.8,4.8,Credit Card,5,8448
2400,2019-04-28,17:06:48,5,21,2,9.23,18.46,Cash,9,8397
2400,2019-04-24,18:50:29,2,8,2,6.34,12.68,Mobile Payment,7,8397
2403,2019-04-07,12:02:35,2,44,2,6.9,13.8,Credit Card,1,8242
2404,2019-04-09,08:27:58,5,64,5,13.73,68.65,Cash,7,8066
2427,2019-04-13,21:47:47,5,13,4,10.27,41.08,Cash,5,8202
2427,2019-04-03,22:02:26,5,49,4,4.2,16.8,Mobile Payment,9,8202
2428,2019-04-10,01:36:12,1,69,3,14.23,42.69,Mobile Payment,10,8356
2440,2019-04-21,00:51:02,5,33,3,7.89,23.67,Credit Card,8,8183
2442,2019-04-27,00:41:31,5,10,2,6.2,12.4,Mobile Payment,7,8460
2442,2019-04-12,22:23:51,3,40,2,10.54,21.08,Cash,5,8460
2444,2019-04-06,16:55:50,1,14,3,7.88,23.64,Credit Card,3,8028
2446,2019-04-17,11:06:19,4,5,2,6.11,12.22,Mobile Payment,2,8266
2452,2019-04-20,11:44:22,1,59,4,4.98,19.92,Cash,10,8166
2457,2019-04-02,08:37:35,1,70,3,9.61,28.83,Mobile Payment,7,8397
2459,2019-04-23,09:21:22,2,51,2,12.01,24.02,Cash,5,8257
2466,2019-04-25,19:30:42,4,48,4,7.48,29.92,Mobile Payment,4,8163
2476,2019-04-17,14:14:58,1,68,3,3.13,9.39,Mobile Payment,7,8164
2479,2019-04-23,07:13:59,5,56,5,13.24,66.2,Cash,3,8172
2485,2019-04-28,04:01:02,5,53,3,2.34,7.02,Cash,3,8451
2494,2019-04-25,19:57:20,4,99,5,2.17,10.85,Credit Card,8,8066
2528,2019-04-22,20:35:07,2,34,2,12.95,25.9,Cash,2,8029
2531,2019-04-02,02:35:26,5,15,3,10.88,32.64,Cash,8,8169
2534,2019-04-10,03:54:50,3,26,1,8.71,8.71,Cash,9,8150
2536,2019-04-24,15:48:14,3,68,5,4.21,21.05,Cash,8,8003
2538,2019-04-16,09:36:12,5,85,4,11.46,45.84,Cash,9,8140
2538,2019-04-29,00:50:00,1,35,5,11.45,57.25,Mobile Payment,1,8140
2540,2019-04-15,00:47:39,5,39,4,11.39,45.56,Mobile Payment,5,8262
2540,2019-04-07,15:03:27,5,53,3,7.87,23.61,Cash,5,8262
2542,2019-04-06,03:08:20,5,64,2,6.44,12.88,Credit Card,10,8152
2545,2019-04-29,06:46:55,5,56,3,10.62,31.86,Mobile Payment,3,8319
2548,2019-04-05,10:21:41,5,84,1,11.16,11.16,Cash,3,8285
2549,2019-04-05,21:52:11,5,15,5,11.26,56.3,Credit Card,9,8191
2550,2019-04-16,22:54:37,5,48,4,7.41,29.64,Cash,4,8264
2553,2019-04-15,05:28:48,3,36,1,4.34,4.34,Mobile Payment,4,8321
2553,2019-04-16,14:32:34,3,17,3,10.77,32.31,Credit Card,4,8321
2556,2019-04-21,02:57:47,5,6,5,6.51,32.55,Credit Card,7,8269
2560,2019-04-04,11:20:23,5,13,5,10.56,52.8,Credit Card,6,8408
2569,2019-04-05,05:57:17,1,35,5,3.14,15.7,Cash,2,8464
2571,2019-04-17,14:49:11,2,99,3,12.24,36.72,Cash,1,8219
2571,2019-04-03,11:15:16,4,79,2,12.38,24.76,Mobile Payment,6,8219
2584,2019-04-01,08:56:49,4,27,4,13.6,54.4,Mobile Payment,3,8272
