receipt_id,receipt_date,receipt_time,store_id,product_id,quantity,unit_price,total_price,payment_type,cashier_id
4284,2019-04-23,08:23:00,5,92,4,14.49,57.96,Mobile Payment,8
4285,2019-04-14,10:03:34,2,64,2,4.81,9.62,Credit Card,1
4286,2019-04-15,17:36:57,5,81,3,4.79,14.37,Credit Card,10
4287,2019-04-18,22:03:51,3,46,5,7.5,37.5,Mobile Payment,10
4288,2019-04-02,11:30:05,4,84,1,14.24,14.24,Cash,2
4289,2019-04-10,03:41:39,3,53,4,3.0,12.0,Cash,8
4290,2019-04-10,15:20:21,2,78,2,4.85,9.7,Mobile Payment,9
4291,2019-04-01,09:47:49,5,21,2,13.33,26.66,Credit Card,8
4292,2019-04-05,21:55:14,4,8,5,4.76,23.8,Credit Card,7
4293,2019-04-07,19:15:53,2,25,1,2.29,2.29,Mobile Payment,2
4294,2019-04-23,20:37:17,1,91,1,9.85,9.85,Mobile Payment,1
4295,2019-04-07,18:04:17,3,36,1,4.21,4.21,Cash,5
4296,2019-04-20,21:13:52,5,34,1,13.29,13.29,Cash,6
4297,2019-04-13,01:18:02,5,93,4,13.36,53.44,Cash,3
4298,2019-04-11,06:59:24,4,30,3,14.45,43.35,Credit Card,10
4299,2019-04-07,09:32:00,4,45,5,5.81,29.05,Cash,6
4300,2019-04-26,10:13:16,5,61,3,3.23,9.69,Cash,3
4301,2019-04-19,06:43:33,5,97,5,8.68,43.4,Credit Card,10
4302,2019-04-28,05:53:53,3,21,4,9.79,39.16,Cash,4
4303,2019-04-03,15:13:16,2,28,1,5.18,5.18,Cash,10
4304,2019-04-13,04:11:33,3,50,4,10.01,40.04,Credit Card,6
4305,2019-04-29,05:15:50,5,41,2,12.82,25.64,Credit Card,4
4306,2019-04-11,11:22:18,5,39,1,14.12,14.12,Credit Card,3
4307,2019-04-14,22:07:32,2,5,5,6.55,32.75,Credit Card,5
4308,2019-04-03,20:08:31,5,88,3,5.92,17.76,Cash,3
4309,2019-04-08,13:42:45,2,67,4,10.53,42.12,Cash,7
4310,2019-04-05,20:41:20,2,30,2,5.06,10.12,Cash,7
4311,2019-04-15,08:50:04,5,94,4,4.65,18.6,Cash,2
4312,2019-04-10,04:17:45,1,22,2,10.02,20.04,Credit Card,7
4313,2019-04-01,23:02:12,4,89,5,8.06,40.3,Mobile Payment,9
4314,2019-04-18,02:08:38,3,19,1,13.7,13.7,Mobile Payment,10
4315,2019-04-28,17:59:16,3,33,2,6.12,12.24,Credit Card,1
4316,2019-04-23,02:24:47,3,98,3,12.4,37.2,Mobile Payment,5
4317,2019-04-18,23:48:03,4,31,2,2.06,4.12,Cash,5
4318,2019-04-27,04:51:55,2,72,2,7.1,14.2,Mobile Payment,8
4319,2019-04-20,09:08:51,2,81,4,5.74,22.96,Mobile Payment,1
4320,2019-04-07,15:58:49,3,28,4,11.57,46.28,Cash,8
4321,2019-04-09,22:20:32,1,99,5,8.25,41.25,Mobile Payment,4
4322,2019-04-04,04:53:29,1,72,2,7.84,15.68,Cash,8
4323,2019-04-14,23:33:55,5,89,4,13.16,52.64,Credit Card,7
4324,2019-04-10,12:28:43,1,38,5,7.65,38.25,Credit Card,3
4325,2019-04-03,18:17:53,3,79,1,7.17,7.17,Mobile Payment,6
4326,2019-04-04,12:36:21,5,91,4,3.83,15.32,Credit Card,4
4327,2019-04-27,07:17:35,3,50,5,3.73,18.65,Mobile Payment,4
4328,2019-04-24,10:09:41,4,83,4,13.63,54.52,Cash,1
4329,2019-04-07,02:09:04,3,21,3,7.55,22.65,Mobile Payment,5
4330,2019-04-26,17:07:05,1,68,1,10.34,10.34,Mobile Payment,9
4331,2019-04-03,13:32:04,5,49,3,6.73,20.19,Cash,3
4332,2019-04-17,21:14:02,1,97,5,7.08,35.4,Mobile Payment,9
4333,2019-04-11,00:02:03,2,40,2,5.19,10.38,Credit Card,3
4334,2019-04-01,21:17:11,2,25,5,3.25,16.25,Cash,8
4335,2019-04-27,21:41:53,4,35,1,13.91,13.91,Cash,9
4336,2019-04-20,05:26:38,1,73,2,2.57,5.14,Cash,1
4337,2019-04-23,20:12:02,4,56,1,3.15,3.15,Mobile Payment,4
4338,2019-04-20,21:49:41,5,40,2,9.68,19.36,Credit Card,4
4339,2019-04-02,03:53:19,2,98,2,12.16,24.32,Credit Card,8
4340,2019-04-27,18:40:49,4,33,2,2.52,5.04,Mobile Payment,5
4341,2019-04-15,05:39:45,3,54,1,13.99,13.99,Mobile Payment,3
4342,2019-04-29,06:09:39,1,65,1,3.84,3.84,Cash,1
4343,2019-04-30,13:01:28,2,58,3,11.16,33.48,Mobile Payment,9
4344,2019-04-03,18:56:08,3,40,3,5.42,16.26,Mobile Payment,3
4345,2019-04-22,07:36:07,3,85,4,6.62,26.48,Credit Card,2
4346,2019-04-30,09:19:05,3,46,3,11.71,35.13,Credit Card,4
4347,2019-04-09,16:54:52,2,88,3,2.33,6.99,Mobile Payment,3
4348,2019-04-12,03:47:20,2,15,2,13.67,27.34,Mobile Payment,5
4349,2019-04-05,14:02:04,5,81,4,10.11,40.44,Cash,7
4350,2019-04-27,18:58:26,5,45,4,9.58,38.32,Cash,8
4351,2019-04-05,02:16:29,1,91,5,9.75,48.75,Cash,7
4352,2019-04-20,15:58:59,2,100,3,6.69,20.07,Credit Card,2
4353,2019-04-03,08:12:35,4,95,2,14.95,29.9,Cash,8
4354,2019-04-29,05:34:50,1,6,4,2.17,8.68,Cash,6
4355,2019-04-27,02:34:22,2,22,4,12.78,51.12,Mobile Payment,7
4356,2019-04-28,09:00:23,4,80,4,6.18,24.72,Credit Card,4
4357,2019-04-01,12:08:06,1,99,5,3.22,16.1,Cash,1
4358,2019-04-01,18:38:44,3,6,3,2.92,8.76,Credit Card,1
4359,2019-04-13,19:39:42,4,40,4,4.41,17.64,Cash,2
4360,2019-04-19,07:17:17,3,85,3,8.38,25.14,Credit Card,5
4361,2019-04-16,00:48:19,4,56,2,6.5,13.0,Mobile Payment,5
4362,2019-04-26,19:48:46,3,89,2,14.12,28.24,Credit Card,4
4363,2019-04-13,14:02:09,1,75,4,8.42,33.68,Mobile Payment,5
4364,2019-04-27,20:30:52,1,46,3,9.38,28.14,Credit Card,8
4365,2019-04-08,08:57:15,4,15,5,6.24,31.2,Mobile Payment,9
4366,2019-04-20,05:32:03,3,21,3,10.23,30.69,Mobile Payment,10
4367,2019-04-02,15:00:06,4,15,2,10.78,21.56,Mobile Payment,8
4368,2019-04-15,06:11:08,5,90,1,5.99,5.99,Cash,2
4369,2019-04-15,06:09:45,4,99,5,3.46,17.3,Cash,6
4370,2019-04-27,23:46:17,2,68,4,6.82,27.28,Credit Card,10
4371,2019-04-22,09:22:09,5,30,4,8.78,35.12,Mobile Payment,2
4372,2019-04-28,12:34:24,3,3,2,11.49,22.98,Credit Card,8
4373,2019-04-30,14:22:31,3,22,2,11.29,22.58,Credit Card,10
4374,2019-04-20,04:53:52,5,95,5,12.96,64.8,Mobile Payment,6
4375,2019-04-08,08:38:42,4,89,1,8.47,8.47,Credit Card,3
4376,2019-04-08,20:01:40,3,6,1,4.75,4.75,Cash,2
4377,2019-04-18,06:48:00,4,96,3,3.76,11.28,Credit Card,7
4378,2019-04-09,11:51:34,3,31,3,8.33,24.99,Mobile Payment,1
4379,2019-04-24,23:01:56,3,70,2,3.35,6.7,Credit Card,2
4380,2019-04-11,11:58:58,2,37,2,10.79,21.58,Cash,8
4381,2019-04-06,07:54:48,1,11,1,6.12,6.12,Credit Card,7
4382,2019-04-10,18:12:25,4,56,5,11.11,55.55,Cash,10
4383,2019-04-27,11:48:05,3,31,4,8.73,34.92,Mobile Payment,2
4384,2019-04-29,20:38:08,1,6,3,11.5,34.5,Mobile Payment,6
4385,2019-04-29,04:09:41,5,12,4,14.77,59.08,Cash,3
4386,2019-04-13,08:39:37,5,49,1,6.83,6.83,Mobile Payment,1
4387,2019-04-04,00:56:02,5,56,1,9.0,9.0,Cash,10
4388,2019-04-12,01:11:17,1,85,4,4.33,17.32,Credit Card,9
4389,2019-04-04,18:54:31,3,80,5,6.37,31.85,Credit Card,10
4390,2019-04-28,10:48:22,5,85,3,5.89,17.67,Cash,2
4391,2019-04-24,23:10:03,4,34,4,13.17,52.68,Cash,4
4392,2019-04-06,17:59:59,1,40,2,7.04,14.08,Mobile Payment,5
4393,2019-04-18,20:32:51,1,2,5,2.37,11.85,Cash,5
4394,2019-04-30,01:46:36,1,87,4,2.72,10.88,Mobile Payment,10
4395,2019-04-25,15:47:32,5,53,5,14.47,72.35,Mobile Payment,6
4396,2019-04-29,19:55:45,4,65,2,13.82,27.64,Credit Card,4
4397,2019-04-25,04:47:01,5,65,1,13.59,13.59,Mobile Payment,10
4398,2019-04-26,07:54:59,3,63,3,9.81,29.43,Mobile Payment,10
4399,2019-04-14,12:23:18,2,85,2,7.4,14.8,Mobile Payment,3
4400,2019-04-07,05:09:31,4,17,3,14.49,43.47,Cash,6
4401,2019-04-16,23:07:24,2,100,1,11.81,11.81,Cash,10
4402,2019-04-22,10:39:05,2,1,3,3.66,10.98,Credit Card,4
4403,2019-04-12,21:56:53,1,24,4,11.12,44.48,Cash,3
4404,2019-04-22,07:54:15,5,30,3,4.31,12.93,Mobile Payment,7
4405,2019-04-13,21:29:14,5,41,3,6.39,19.17,Credit Card,10
4406,2019-04-15,19:35:21,2,93,2,11.49,22.98,Credit Card,5
4407,2019-04-03,23:34:44,2,29,4,2.37,9.48,Mobile Payment,6
4408,2019-04-26,04:43:45,4,83,4,3.37,13.48,Credit Card,6
4409,2019-04-28,15:08:55,3,89,4,7.28,29.12,Credit Card,10
4410,2019-04-15,03:07:43,1,91,2,5.85,11.7,Credit Card,6
4411,2019-04-21,17:49:53,3,80,4,13.48,53.92,Credit Card,3
4412,2019-04-10,12:45:49,2,50,5,12.53,62.65,Cash,6
4413,2019-04-10,15:18:38,1,71,2,10.82,21.64,Cash,8
4414,2019-04-19,03:46:19,1,37,3,11.45,34.35,Mobile Payment,8
4415,2019-04-30,17:15:50,1,66,2,9.2,18.4,Cash,1
4416,2019-04-08,15:40:08,2,97,4,8.85,35.4,Credit Card,1
4417,2019-04-06,02:01:13,4,66,4,3.36,13.44,Credit Card,6
4418,2019-04-16,07:35:43,5,16,3,13.44,40.32,Credit Card,10
4419,2019-04-19,18:46:19,3,54,5,8.44,42.2,Cash,7
4420,2019-04-17,04:20:05,1,78,1,11.27,11.27,Mobile Payment,2
4421,2019-04-19,22:17:03,1,18,3,14.67,44.01,Credit Card,4
4422,2019-04-29,21:12:15,1,15,3,5.29,15.87,Mobile Payment,8
4423,2019-04-25,13:37:01,5,91,5,6.41,32.05,Cash,9
4424,2019-04-29,09:29:19,2,64,5,2.27,11.35,Cash,1
4425,2019-04-12,20:08:54,4,66,1,8.21,8.21,Credit Card,8
4426,2019-04-05,14:19:00,1,42,5,6.53,32.65,Mobile Payment,8
4427,2019-04-28,12:48:14,2,59,2,9.29,18.58,Credit Card,9
4428,2019-04-17,02:25:23,3,25,2,14.54,29.08,Credit Card,10
4429,2019-04-22,11:17:24,1,98,2,7.89,15.78,Cash,7
4430,2019-04-07,00:39:54,3,98,5,12.19,60.95,Credit Card,1
4431,2019-04-19,07:20:16,2,28,3,8.92,26.76,Mobile Payment,6
4432,2019-04-21,17:22:54,2,19,4,11.57,46.28,Cash,9
4433,2019-04-05,08:58:41,3,16,4,7.48,29.92,Mobile Payment,5
4434,2019-04-25,21:42:17,1,42,5,9.66,48.3,Mobile Payment,4
4435,2019-04-12,16:18:34,3,8,1,10.45,10.45,Credit Card,1
4436,2019-04-15,03:03:37,5,99,1,3.13,3.13,Mobile Payment,9
4437,2019-04-16,08:56:13,3,3,3,9.68,29.04,Credit Card,4
4438,2019-04-16,22:16:04,5,75,1,9.79,9.79,Cash,2
4439,2019-04-28,04:13:56,2,5,2,3.43,6.86,Mobile Payment,8
4440,2019-04-18,18:57:49,5,17,2,5.05,10.1,Cash,9
4441,2019-04-30,15:41:27,4,29,2,5.19,10.38,Mobile Payment,9
4442,2019-04-27,01:50:55,4,90,3,14.5,43.5,Cash,5
4443,2019-04-05,13:43:52,2,45,3,8.96,26.88,Cash,2
4444,2019-04-05,22:07:53,1,63,4,2.41,9.64,Mobile Payment,4
4445,2019-04-28,20:10:37,5,76,2,12.72,25.44,Cash,10
4446,2019-04-01,18:22:02,1,98,2,10.28,20.56,Cash,6
4447,2019-04-18,11:33:07,2,88,4,9.04,36.16,Credit Card,3
4448,2019-04-30,22:12:31,4,46,3,11.65,34.95,Cash,5
4449,2019-04-05,16:56:57,5,56,4,6.56,26.24,Credit Card,9
4450,2019-04-22,02:38:02,3,68,1,9.06,9.06,Credit Card,2
4451,2019-04-01,03:03:33,2,80,5,11.3,56.5,Mobile Payment,2
4452,2019-04-30,04:36:20,3,35,3,8.95,26.85,Credit Card,1
4453,2019-04-08,09:33:40,2,1,2,11.57,23.14,Credit Card,3
4454,2019-04-26,08:06:11,5,34,3,12.49,37.47,Credit Card,2
4455,2019-04-05,21:47:29,5,63,4,5.03,20.12,Mobile Payment,3
4456,2019-04-26,21:43:03,2,32,5,14.04,70.2,Mobile Payment,5
4457,2019-04-24,10:08:32,2,28,3,13.82,41.46,Mobile Payment,8
4458,2019-04-22,15:59:16,2,37,2,3.63,7.26,Cash,5
4459,2019-04-14,16:09:12,2,86,3,3.2,9.6,Cash,7
4460,2019-04-30,12:04:01,5,41,4,11.59,46.36,Credit Card,8
4461,2019-04-26,05:15:55,4,20,5,12.39,61.95,Credit Card,6
4462,2019-04-05,08:42:48,4,57,1,12.83,12.83,Credit Card,9
4463,2019-04-24,23:00:51,1,70,3,5.22,15.66,Credit Card,6
4464,2019-04-25,10:28:02,5,54,1,2.53,2.53,Credit Card,7
4465,2019-04-25,22:58:03,3,22,2,4.27,8.54,Credit Card,3
4466,2019-04-23,04:53:38,3,3,5,2.35,11.75,Credit Card,6
4467,2019-04-21,21:12:44,4,43,3,3.41,10.23,Credit Card,4
4468,2019-04-05,03:30:59,2,14,4,11.37,45.48,Cash,3
4469,2019-04-28,16:40:17,3,89,1,2.97,2.97,Mobile Payment,10
4470,2019-04-22,05:30:43,2,74,2,5.32,10.64,Mobile Payment,10
4471,2019-04-20,15:23:29,1,13,2,13.6,27.2,Cash,7
4472,2019-04-17,00:46:47,1,71,3,11.9,35.7,Mobile Payment,7
4473,2019-04-13,15:01:43,5,81,4,3.05,12.2,Cash,2
4474,2019-04-29,15:00:08,3,39,5,8.92,44.6,Mobile Payment,7
4475,2019-04-10,18:12:34,2,4,2,13.89,27.78,Credit Card,3
4476,2019-04-18,14:32:24,5,67,2,12.77,25.54,Cash,10
4477,2019-04-04,18:57:30,4,12,5,12.74,63.7,Mobile Payment,1
4478,2019-04-05,00:14:12,3,55,5,7.17,35.85,Credit Card,6
4479,2019-04-07,19:37:08,4,60,4,6.85,27.4,Cash,3
4480,2019-04-25,13:53:30,5,14,5,5.8,29.0,Credit Card,1
4481,2019-04-03,19:09:45,2,84,2,4.17,8.34,Mobile Payment,2
4482,2019-04-14,18:04:38,4,41,1,9.16,9.16,Cash,2
4483,2019-04-09,18:04:30,3,64,1,9.38,9.38,Mobile Payment,10
4484,2019-04-21,23:11:27,3,19,5,8.06,40.3,Mobile Payment,10
4485,2019-04-10,19:43:41,5,58,4,11.41,45.64,Credit Card,7
4486,2019-04-24,10:47:49,2,58,1,10.97,10.97,Credit Card,7
4487,2019-04-15,06:27:20,3,18,1,4.44,4.44,Cash,7
4488,2019-04-14,07:24:07,2,53,3,7.58,22.74,Mobile Payment,1
4489,2019-04-02,22:14:08,2,92,4,10.53,42.12,Credit Card,4
4490,2019-04-29,23:31:34,2,20,2,2.3,4.6,Credit Card,7
4491,2019-04-02,22:45:14,5,83,3,13.59,40.77,Mobile Payment,10
4492,2019-04-22,15:24:10,3,88,1,12.66,12.66,Mobile Payment,2
4493,2019-04-23,13:39:03,1,80,2,14.05,28.1,Cash,9
4494,2019-04-23,10:51:22,3,39,4,11.39,45.56,Cash,2
4495,2019-04-03,12:18:56,2,88,1,6.96,6.96,Credit Card,2
4496,2019-04-03,15:26:36,1,69,5,14.93,74.65,Cash,9
4497,2019-04-15,19:29:29,3,22,4,7.52,30.08,Cash,4
4498,2019-04-08,17:33:07,1,89,3,5.56,16.68,Credit Card,1
4499,2019-04-02,23:26:47,2,30,3,9.43,28.29,Mobile Payment,4
4500,2019-04-15,01:17:25,5,30,1,9.0,9.0,Mobile Payment,4
4501,2019-04-30,09:31:08,2,91,4,4.05,16.2,Credit Card,4
4502,2019-04-25,11:11:31,2,31,1,4.23,4.23,Credit Card,8
4503,2019-04-02,07:17:19,3,97,5,13.37,66.85,Mobile Payment,4
4504,2019-04-11,14:31:39,5,84,3,10.23,30.69,Credit Card,5
4505,2019-04-17,22:08:34,3,14,2,14.13,28.26,Credit Card,1
4506,2019-04-01,08:26:32,4,58,4,14.0,56.0,Credit Card,5
4507,2019-04-13,23:49:23,1,97,1,3.91,3.91,Credit Card,3
4508,2019-04-21,21:00:25,2,25,5,14.21,71.05,Credit Card,10
4509,2019-04-11,08:23:42,4,50,1,11.79,11.79,Cash,4
4510,2019-04-03,19:23:47,2,99,2,10.83,21.66,Credit Card,8
4511,2019-04-10,06:35:51,1,10,5,13.53,67.65,Mobile Payment,4
4512,2019-04-22,09:28:27,2,100,3,6.12,18.36,Cash,2
4513,2019-04-10,14:00:42,4,68,3,7.03,21.09,Mobile Payment,7
4514,2019-04-05,03:18:33,1,19,4,3.47,13.88,Credit Card,2
4515,2019-04-28,22:51:42,2,43,1,12.7,12.7,Cash,3
4516,2019-04-27,04:41:39,4,81,1,7.83,7.83,Credit Card,8
4517,2019-04-04,21:37:09,1,95,4,9.49,37.96,Mobile Payment,5
4518,2019-04-08,09:00:37,3,39,4,6.42,25.68,Mobile Payment,4
4519,2019-04-02,00:25:25,1,42,2,9.48,18.96,Credit Card,9
4520,2019-04-04,06:57:22,2,38,3,12.37,37.11,Cash,8
4521,2019-04-06,11:30:54,1,100,3,3.38,10.14,Cash,6
4522,2019-04-14,16:50:41,5,40,2,6.68,13.36,Mobile Payment,5
4523,2019-04-09,09:42:04,3,59,3,7.05,21.15,Mobile Payment,2
4524,2019-04-05,22:27:10,5,28,5,2.88,14.4,Credit Card,9
4525,2019-04-12,21:41:50,1,21,5,2.38,11.9,Cash,5
4526,2019-04-01,22:48:48,5,42,3,3.6,10.8,Mobile Payment,4
4527,2019-04-12,19:50:52,3,10,2,3.96,7.92,Cash,10
4528,2019-04-02,14:52:15,1,7,4,6.3,25.2,Credit Card,3
4529,2019-04-04,09:05:07,4,50,2,3.52,7.04,Credit Card,4
4530,2019-04-12,11:15:58,4,95,2,7.12,14.24,Cash,5
4531,2019-04-16,20:11:02,1,67,3,6.69,20.07,Mobile Payment,5
4532,2019-04-25,06:13:27,5,18,1,5.49,5.49,Credit Card,3
4533,2019-04-28,06:37:49,5,28,1,6.4,6.4,Credit Card,7
4534,2019-04-26,20:13:52,1,63,2,11.59,23.18,Mobile Payment,8
4535,2019-04-17,22:39:42,5,25,2,10.84,21.68,Credit Card,7
4536,2019-04-09,00:33:12,2,42,5,13.58,67.9,Mobile Payment,8
4537,2019-04-02,20:58:23,5,61,3,10.19,30.57,Mobile Payment,10
4538,2019-04-02,17:45:40,4,10,5,3.82,19.1,Mobile Payment,2
4539,2019-04-06,21:46:13,2,7,3,7.53,22.59,Cash,2
4540,2019-04-07,20:50:51,1,23,5,7.14,35.7,Cash,8
4541,2019-04-05,08:05:43,3,34,1,4.3,4.3,Mobile Payment,3
4542,2019-04-10,01:14:03,3,77,1,3.06,3.06,Credit Card,8
4543,2019-04-05,13:20:46,4,37,3,2.95,8.85,Credit Card,10
4544,2019-04-27,07:31:56,3,82,4,8.51,34.04,Mobile Payment,10
4545,2019-04-17,08:01:11,3,94,5,11.47,57.35,Mobile Payment,1
4546,2019-04-15,18:41:35,4,96,4,4.37,17.48,Credit Card,7
4547,2019-04-30,12:36:44,1,54,2,13.78,27.56,Mobile Payment,1
4548,2019-04-09,05:12:24,1,46,1,8.16,8.16,Mobile Payment,4
4549,2019-04-26,16:04:54,5,8,1,8.71,8.71,Credit Card,1
4550,2019-04-10,09:01:53,2,85,4,6.74,26.96,Mobile Payment,8
4551,2019-04-08,21:32:51,3,76,2,12.23,24.46,Mobile Payment,3
4552,2019-04-26,13:57:08,1,26,3,6.84,20.52,Cash,5
4553,2019-04-14,14:22:22,4,74,2,11.37,22.74,Cash,9
4554,2019-04-10,10:37:01,1,66,2,9.51,19.02,Mobile Payment,7
4555,2019-04-13,03:37:22,4,4,4,13.54,54.16,Cash,5
4556,2019-04-17,22:15:12,2,51,2,3.64,7.28,Mobile Payment,4
4557,2019-04-10,02:41:52,5,91,4,5.02,20.08,Credit Card,5
4558,2019-04-12,11:06:49,5,94,3,13.96,41.88,Cash,6
4559,2019-04-08,16:09:39,2,49,1,5.09,5.09,Mobile Payment,3
4560,2019-04-05,03:42:16,3,71,3,9.66,28.98,Mobile Payment,7
4561,2019-04-12,15:16:42,1,73,5,11.75,58.75,Cash,4
4562,2019-04-24,10:14:35,5,17,4,13.12,52.48,Credit Card,5
4563,2019-04-29,19:17:17,2,73,3,8.22,24.66,Mobile Payment,10
4564,2019-04-07,20:34:20,5,2,4,3.91,15.64,Cash,7
4565,2019-04-12,06:26:27,1,51,4,14.91,59.64,Mobile Payment,3
4566,2019-04-27,00:01:05,1,66,3,2.22,6.66,Cash,9
4567,2019-04-18,15:30:44,5,2,1,6.5,6.5,Cash,3
4568,2019-04-10,03:55:46,3,68,1,7.47,7.47,Cash,5
4569,2019-04-24,01:07:03,1,2,1,13.35,13.35,Credit Card,9
4570,2019-04-07,00:47:07,5,64,2,11.05,22.1,Credit Card,3
4571,2019-04-03,14:04:59,1,69,2,6.5,13.0,Cash,8
4572,2019-04-29,20:03:21,1,51,2,10.44,20.88,Mobile Payment,8
4573,2019-04-30,17:42:47,1,73,5,6.99,34.95,Mobile Payment,6
4574,2019-04-06,00:03:42,4,24,3,10.87,32.61,Mobile Payment,1
4575,2019-04-08,01:35:05,2,31,3,6.74,20.22,Credit Card,1
4576,2019-04-11,22:45:45,1,12,3,12.49,37.47,Mobile Payment,7
4577,2019-04-17,04:51:23,2,44,2,13.45,26.9,Mobile Payment,9
4578,2019-04-03,07:35:44,3,11,3,14.76,44.28,Mobile Payment,9
4579,2019-04-18,00:27:27,1,53,2,10.48,20.96,Mobile Payment,4
4580,2019-04-05,11:08:30,5,72,1,3.38,3.38,Mobile Payment,1
4581,2019-04-07,13:40:44,2,17,2,4.26,8.52,Cash,3
4582,2019-04-04,11:48:28,1,50,1,14.49,14.49,Mobile Payment,8
4583,2019-04-05,23:59:13,1,56,5,2.99,14.95,Mobile Payment,5
4584,2019-04-06,07:00:06,2,62,3,9.08,27.24,Cash,10
4585,2019-04-15,00:12:05,2,96,5,2.89,14.45,Credit Card,8
4586,2019-04-27,01:18:43,4,65,1,12.01,12.01,Credit Card,2
4587,2019-04-17,06:19:37,5,7,5,4.98,24.9,Cash,1
4588,2019-04-03,02:26:36,1,67,1,8.97,8.97,Mobile Payment,4
4589,2019-04-25,11:12:17,1,25,1,5.68,5.68,Mobile Payment,3
4590,2019-04-28,10:08:07,1,12,5,6.48,32.4,Cash,5
4591,2019-04-15,19:24:52,5,64,2,4.49,8.98,Cash,6
4592,2019-04-23,11:57:27,4,93,2,10.64,21.28,Cash,6
4593,2019-04-28,01:27:02,2,96,4,2.55,10.2,Mobile Payment,7
4594,2019-04-08,01:28:36,2,84,4,8.39,33.56,Mobile Payment,9
4595,2019-04-06,20:40:06,3,81,3,14.48,43.44,Mobile Payment,9
4596,2019-04-17,23:45:43,1,54,3,7.88,23.64,Mobile Payment,4
4597,2019-04-22,15:50:27,5,66,4,12.42,49.68,Mobile Payment,10
4598,2019-04-12,15:50:08,1,35,3,8.31,24.93,Credit Card,3
4599,2019-04-17,20:43:02,2,47,1,2.83,2.83,Mobile Payment,5
4600,2019-04-01,03:08:19,3,88,4,2.47,9.88,Credit Card,6
4601,2019-04-01,03:48:13,2,1,1,8.95,8.95,Credit Card,10
4602,2019-04-04,21:18:20,1,33,4,9.99,39.96,Cash,9
4603,2019-04-21,06:43:48,1,10,1,10.56,10.56,Mobile Payment,5
4604,2019-04-06,06:37:22,3,49,1,8.64,8.64,Cash,10
4605,2019-04-21,08:47:50,3,82,2,13.81,27.62,Mobile Payment,5
4606,2019-04-26,20:16:36,3,96,5,5.05,25.25,Credit Card,4
4607,2019-04-19,01:54:54,3,92,5,14.0,70.0,Credit Card,5
4608,2019-04-21,10:39:17,3,12,3,10.65,31.95,Cash,2
4609,2019-04-10,04:36:50,2,66,2,11.75,23.5,Mobile Payment,4
4610,2019-04-18,05:42:44,3,19,2,12.75,25.5,Mobile Payment,9
4611,2019-04-23,21:34:53,4,78,3,10.33,30.99,Mobile Payment,4
4612,2019-04-09,16:20:21,3,8,4,8.39,33.56,Cash,7
4613,2019-04-03,03:34:16,3,58,3,8.82,26.46,Cash,4
4614,2019-04-19,10:10:12,1,4,1,8.4,8.4,Cash,2
4615,2019-04-19,08:45:07,3,39,5,2.97,14.85,Cash,10
4616,2019-04-14,22:54:27,3,11,3,4.8,14.4,Mobile Payment,8
4617,2019-04-05,23:00:43,1,92,4,4.18,16.72,Cash,10
4618,2019-04-16,11:00:23,5,68,3,7.85,23.55,Mobile Payment,10
4619,2019-04-11,18:46:05,2,3,3,4.28,12.84,Mobile Payment,8
4620,2019-04-09,18:35:54,3,98,2,10.04,20.08,Credit Card,1
4621,2019-04-25,10:11:21,1,68,4,2.46,9.84,Mobile Payment,9
4622,2019-04-20,00:52:39,3,8,1,6.41,6.41,Credit Card,3
4623,2019-04-29,13:33:26,3,99,2,11.46,22.92,Mobile Payment,9
4624,2019-04-03,09:50:35,2,93,1,11.65,11.65,Credit Card,2
4625,2019-04-17,01:15:25,5,93,1,6.16,6.16,Credit Card,3
4626,2019-04-27,12:11:01,4,1,5,11.13,55.65,Cash,4
4627,2019-04-15,00:15:21,3,70,3,11.07,33.21,Mobile Payment,2
4628,2019-04-21,03:06:44,3,61,1,4.51,4.51,Mobile Payment,2
4629,2019-04-02,00:15:01,2,86,1,3.75,3.75,Credit Card,8
4630,2019-04-11,08:40:29,1,63,3,12.05,36.15,Mobile Payment,4
4631,2019-04-24,14:08:31,5,18,5,7.52,37.6,Cash,2
4632,2019-04-12,01:38:22,1,83,2,6.76,13.52,Mobile Payment,2
4633,2019-04-09,22:45:31,1,50,1,3.64,3.64,Cash,4
4634,2019-04-17,03:01:08,1,71,2,9.14,18.28,Mobile Payment,10
4635,2019-04-23,14:19:41,5,12,2,14.99,29.98,Cash,5
4636,2019-04-04,16:35:31,5,93,5,12.04,60.2,Mobile Payment,5
4637,2019-04-20,17:25:24,2,27,4,13.16,52.64,Cash,10
4638,2019-04-22,13:41:04,5,43,2,10.87,21.74,Cash,9
4639,2019-04-14,15:06:17,4,75,4,5.26,21.04,Mobile Payment,8
4640,2019-04-22,04:00:43,2,70,2,7.6,15.2,Cash,9
4641,2019-04-09,00:24:48,1,63,4,8.34,33.36,Cash,9
4642,2019-04-30,04:57:30,1,81,2,11.0,22.0,Cash,5
4643,2019-04-01,15:57:33,1,8,1,14.46,14.46,Mobile Payment,5
4644,2019-04-27,07:36:31,3,89,2,3.22,6.44,Cash,7
4645,2019-04-05,21:28:26,4,50,3,6.81,20.43,Cash,10
4646,2019-04-09,14:34:48,2,70,1,3.52,3.52,Mobile Payment,9
4647,2019-04-01,20:38:00,2,9,2,13.63,27.26,Credit Card,3
4648,2019-04-17,19:25:20,1,60,4,3.36,13.44,Credit Card,6
4649,2019-04-14,09:25:22,1,64,5,12.39,61.95,Credit Card,7
